S.No,Party Name,Date,Due Date,Total Amount,Balance,Type,Status
8051,Business Partner 37,08/10/2025,03/01/2026,220995,91684.9,Sales Invoice,Pending
8052,Business Partner 37,21/02/2024,20/03/2024,417996,160465.02,Debit Note,Partially Paid
8053,Business Partner 31,11/10/2024,05/11/2024,117017,70796.68,Debit Note,Partially Paid
8054,Business Partner 33,20/01/2024,18/04/2024,7115,196.83,Debit Note,Partially Paid
8055,Business Partner 07,05/02/2025,23/02/2025,358388,135181.75,Payment,Paid
8056,Business Partner 06,31/12/2025,08/02/2026,226718,117783.42,Purchase Order,Partially Paid
8057,Business Partner 26,06/01/2025,06/01/2025,436351,341040.95,Sales Invoice,Order Overdue
8058,Business Partner 17,25/02/2026,17/05/2026,474967,468028.75,Payment,Order Overdue
8059,Business Partner 46,22/11/2025,29/12/2025,204691,176105.49,Payment,Pending
8060,Business Partner 04,10/04/2024,13/06/2024,56339,42974.1,Debit Note,Paid
8061,Business Partner 09,06/08/2024,27/08/2024,2148,203.89,Payment,Paid
8062,Business Partner 39,18/06/2025,27/08/2025,489278,295523.47,Credit Note,Paid
8063,Business Partner 39,24/04/2024,25/06/2024,402414,140466.49,Credit Note,Partially Paid
8064,Business Partner 08,30/01/2026,14/04/2026,485960,78490.55,Credit Note,Overdue
8065,Business Partner 41,28/12/2024,30/12/2024,148096,59422.29,Credit Note,Pending
8066,Business Partner 43,28/05/2024,22/08/2024,335167,304156.31,Payment,Pending
8067,Business Partner 47,10/09/2025,05/12/2025,227116,78531.41,Debit Note,Order Overdue
8068,Business Partner 49,16/10/2025,18/12/2025,412347,394539.46,Purchase Order,Pending
8069,Business Partner 01,20/09/2024,30/11/2024,255894,20556.67,Purchase Order,Pending
8070,Business Partner 25,12/03/2026,06/06/2026,178922,40701.61,Credit Note,Overdue
8071,Business Partner 49,29/10/2024,09/11/2024,133393,38880.08,Sales Invoice,Overdue
8072,Business Partner 08,03/12/2025,15/02/2026,491527,215209.83,Payment,Partially Paid
8073,Business Partner 14,06/03/2024,12/04/2024,191488,111152.68,Payment,Paid
8074,Business Partner 36,22/02/2024,28/02/2024,77099,48428.15,Purchase Order,Overdue
8075,Business Partner 47,19/08/2025,02/10/2025,160913,75704.89,Payment,Overdue
8076,Business Partner 17,18/05/2024,14/07/2024,361672,50271.72,Payment,Pending
8077,Business Partner 27,06/10/2025,17/10/2025,20934,19969.67,Debit Note,Paid
8078,Business Partner 37,17/06/2025,07/07/2025,137876,44589.32,Debit Note,Paid
8079,Business Partner 17,27/12/2025,20/02/2026,349658,103893.02,Purchase Order,Pending
8080,Business Partner 13,04/03/2025,04/03/2025,231524,68438.88,Credit Note,Paid
8081,Business Partner 28,14/01/2024,04/02/2024,91943,33375.81,Payment,Partially Paid
8082,Business Partner 13,07/11/2025,30/01/2026,43080,8107.98,Purchase Order,Overdue
8083,Business Partner 27,09/07/2024,01/08/2024,287255,8090.51,Debit Note,Partially Paid
8084,Business Partner 20,11/03/2024,12/05/2024,194974,51844.26,Purchase Order,Paid
8085,Business Partner 25,10/09/2024,06/11/2024,322943,11681.54,Debit Note,Partially Paid
8086,Business Partner 36,17/06/2024,26/08/2024,60565,26988.45,Debit Note,Pending
8087,Business Partner 14,12/02/2026,01/05/2026,390490,158579.29,Purchase Order,Paid
8088,Business Partner 49,20/02/2026,30/04/2026,86791,69550.22,Credit Note,Partially Paid
8089,Business Partner 28,21/04/2024,08/05/2024,426819,25996.19,Credit Note,Partially Paid
8090,Business Partner 25,11/10/2024,02/12/2024,439681,414371.2,Credit Note,Overdue
8091,Business Partner 17,19/04/2025,29/06/2025,429131,152600.12,Sales Invoice,Partially Paid
8092,Business Partner 04,22/07/2025,24/08/2025,484233,170930.16,Purchase Order,Partially Paid
8093,Business Partner 16,24/03/2026,05/06/2026,305270,172412.03,Payment,Overdue
8094,Business Partner 01,17/08/2025,30/10/2025,464546,79266.31,Credit Note,Paid
8095,Business Partner 01,27/05/2024,01/08/2024,181539,114123.23,Purchase Order,Partially Paid
8096,Business Partner 16,25/06/2025,19/09/2025,451007,69061.97,Payment,Pending
8097,Business Partner 01,09/09/2024,02/10/2024,493217,456471.95,Debit Note,Overdue
8098,Business Partner 22,02/05/2026,13/07/2026,62772,33691.15,Purchase Order,Order Overdue
8099,Business Partner 34,06/02/2024,21/03/2024,98347,52132.11,Sales Invoice,Order Overdue
8100,Business Partner 50,13/02/2024,27/03/2024,103111,1558.31,Credit Note,Overdue
8101,Business Partner 15,16/01/2024,10/04/2024,284780,64069.87,Purchase Order,Pending
8102,Business Partner 36,23/06/2025,30/07/2025,10731,1122.5,Credit Note,Overdue
8103,Business Partner 30,21/03/2026,11/05/2026,311625,44350.6,Purchase Order,Order Overdue
8104,Business Partner 42,05/05/2024,07/05/2024,173166,2199.54,Credit Note,Paid
8105,Business Partner 38,14/04/2025,18/04/2025,316556,112059.4,Credit Note,Partially Paid
8106,Business Partner 49,09/11/2024,23/12/2024,491841,347566.6,Purchase Order,Overdue
8107,Business Partner 38,29/04/2024,07/06/2024,130621,66595.12,Credit Note,Overdue
8108,Business Partner 14,19/07/2025,09/10/2025,161006,39556.47,Payment,Partially Paid
8109,Business Partner 27,22/05/2025,15/07/2025,319915,100601.68,Credit Note,Order Overdue
8110,Business Partner 11,30/07/2025,16/09/2025,95401,70297.37,Sales Invoice,Pending
8111,Business Partner 46,02/05/2025,29/05/2025,88765,85506.42,Sales Invoice,Overdue
8112,Business Partner 49,13/02/2024,08/03/2024,355622,306447.59,Debit Note,Paid
8113,Business Partner 37,13/11/2025,18/11/2025,172161,70426.01,Payment,Paid
8114,Business Partner 17,05/03/2024,31/05/2024,123459,38048.97,Purchase Order,Overdue
8115,Business Partner 26,14/06/2025,05/09/2025,449751,103747.0,Debit Note,Order Overdue
8116,Business Partner 29,28/01/2025,26/04/2025,287947,24720.13,Credit Note,Paid
8117,Business Partner 23,09/04/2026,28/06/2026,46481,27099.03,Credit Note,Paid
8118,Business Partner 11,28/11/2025,01/01/2026,98562,85324.93,Credit Note,Pending
8119,Business Partner 29,13/09/2024,06/12/2024,113732,52600.65,Debit Note,Paid
8120,Business Partner 05,11/08/2024,20/08/2024,276529,275229.27,Sales Invoice,Partially Paid
8121,Business Partner 05,11/07/2024,24/08/2024,451619,304375.37,Purchase Order,Overdue
8122,Business Partner 48,29/07/2025,16/08/2025,218083,27115.39,Purchase Order,Partially Paid
8123,Business Partner 30,25/01/2025,15/02/2025,14197,6320.99,Payment,Overdue
8124,Business Partner 35,08/05/2025,06/06/2025,385295,132468.1,Purchase Order,Partially Paid
8125,Business Partner 21,23/12/2024,14/02/2025,457561,139702.03,Sales Invoice,Paid
8126,Business Partner 42,10/04/2024,30/05/2024,269359,143781.67,Debit Note,Pending
8127,Business Partner 26,16/02/2025,17/03/2025,249207,158766.8,Purchase Order,Paid
8128,Business Partner 35,08/06/2026,29/08/2026,275036,244234.92,Payment,Pending
8129,Business Partner 36,18/07/2024,23/07/2024,66313,19775.41,Payment,Overdue
8130,Business Partner 33,23/01/2026,05/02/2026,213127,79607.69,Credit Note,Paid
8131,Business Partner 34,26/06/2025,02/07/2025,467635,316974.58,Payment,Paid
8132,Business Partner 33,01/12/2025,18/02/2026,20790,15614.44,Sales Invoice,Partially Paid
8133,Business Partner 19,15/02/2025,10/03/2025,292371,154038.12,Sales Invoice,Overdue
8134,Business Partner 05,23/04/2025,19/05/2025,138522,95923.93,Purchase Order,Order Overdue
8135,Business Partner 30,10/08/2024,04/10/2024,438517,88412.48,Payment,Order Overdue
8136,Business Partner 13,07/12/2025,18/12/2025,271679,23197.12,Credit Note,Pending
8137,Business Partner 49,04/06/2024,18/08/2024,387995,78150.97,Purchase Order,Partially Paid
8138,Business Partner 22,07/01/2024,30/03/2024,121171,398.08,Debit Note,Pending
8139,Business Partner 18,04/08/2025,18/08/2025,344163,27845.41,Payment,Overdue
8140,Business Partner 27,18/09/2024,01/12/2024,97952,71049.94,Sales Invoice,Order Overdue
8141,Business Partner 45,20/02/2025,02/05/2025,425615,40756.7,Sales Invoice,Overdue
8142,Business Partner 42,14/05/2024,11/08/2024,85601,54412.16,Debit Note,Paid
8143,Business Partner 36,17/03/2024,02/05/2024,182065,163507.67,Debit Note,Pending
8144,Business Partner 24,05/12/2025,07/02/2026,281456,70102.34,Sales Invoice,Paid
8145,Business Partner 13,11/02/2025,14/04/2025,34271,13985.62,Sales Invoice,Pending
8146,Business Partner 33,14/11/2024,23/11/2024,480130,348561.18,Debit Note,Overdue
8147,Business Partner 26,14/01/2024,02/02/2024,268858,132578.43,Debit Note,Paid
8148,Business Partner 31,12/06/2024,03/08/2024,479860,331545.94,Payment,Order Overdue
8149,Business Partner 33,13/03/2024,13/03/2024,178473,124009.18,Sales Invoice,Order Overdue
8150,Business Partner 06,03/03/2025,03/05/2025,282556,21060.97,Debit Note,Order Overdue
8151,Business Partner 43,06/09/2024,01/11/2024,320596,203162.76,Debit Note,Order Overdue
8152,Business Partner 22,11/10/2025,22/12/2025,118069,111193.58,Purchase Order,Order Overdue
8153,Business Partner 10,22/03/2026,14/04/2026,413691,185349.46,Debit Note,Paid
8154,Business Partner 18,11/03/2025,23/05/2025,183647,45898.45,Payment,Pending
8155,Business Partner 50,07/03/2025,21/05/2025,271838,198202.83,Sales Invoice,Pending
8156,Business Partner 03,25/03/2025,15/04/2025,332527,99928.38,Debit Note,Overdue
8157,Business Partner 07,30/05/2026,24/08/2026,45825,15610.77,Sales Invoice,Pending
8158,Business Partner 04,17/04/2026,14/07/2026,204844,102073.25,Purchase Order,Paid
8159,Business Partner 44,12/08/2025,16/09/2025,203226,99827.27,Purchase Order,Partially Paid
8160,Business Partner 46,20/03/2024,08/04/2024,295314,262054.57,Purchase Order,Partially Paid
8161,Business Partner 19,24/03/2025,06/04/2025,466028,402635.56,Purchase Order,Order Overdue
8162,Business Partner 13,14/02/2026,08/04/2026,68192,19432.55,Credit Note,Partially Paid
8163,Business Partner 33,03/12/2024,23/01/2025,98422,21068.88,Credit Note,Order Overdue
8164,Business Partner 42,23/07/2025,15/09/2025,369383,25939.58,Sales Invoice,Pending
8165,Business Partner 29,15/04/2025,06/06/2025,14282,10047.35,Sales Invoice,Order Overdue
8166,Business Partner 42,04/12/2025,15/01/2026,336870,22323.5,Sales Invoice,Overdue
8167,Business Partner 36,05/08/2025,18/10/2025,26814,11440.02,Credit Note,Partially Paid
8168,Business Partner 05,15/12/2025,05/02/2026,312250,171356.63,Sales Invoice,Overdue
8169,Business Partner 26,26/12/2025,26/01/2026,355133,87572.27,Payment,Overdue
8170,Business Partner 50,28/03/2024,31/05/2024,143794,50837.73,Payment,Overdue
8171,Business Partner 29,08/05/2025,10/07/2025,467194,245080.88,Debit Note,Pending
8172,Business Partner 45,16/09/2025,21/10/2025,178837,90330.83,Credit Note,Paid
8173,Business Partner 35,28/11/2025,01/02/2026,479145,334374.64,Credit Note,Partially Paid
8174,Business Partner 20,08/07/2025,18/09/2025,474941,78933.59,Debit Note,Overdue
8175,Business Partner 03,15/10/2024,31/10/2024,141862,37874.17,Purchase Order,Pending
8176,Business Partner 23,02/05/2026,20/06/2026,261325,167360.82,Sales Invoice,Paid
8177,Business Partner 31,11/04/2026,16/06/2026,91732,56676.51,Debit Note,Order Overdue
8178,Business Partner 35,14/03/2024,03/05/2024,398947,43256.45,Purchase Order,Pending
8179,Business Partner 29,08/01/2026,01/03/2026,110221,84215.08,Debit Note,Partially Paid
8180,Business Partner 01,16/08/2024,20/10/2024,430621,312732.46,Purchase Order,Partially Paid
8181,Business Partner 14,17/05/2025,18/06/2025,48200,30131.56,Credit Note,Order Overdue
8182,Business Partner 36,10/01/2024,15/03/2024,384333,144248.91,Payment,Paid
8183,Business Partner 01,20/06/2025,11/08/2025,408213,348293.97,Debit Note,Order Overdue
8184,Business Partner 30,04/01/2024,07/03/2024,445576,323210.77,Debit Note,Pending
8185,Business Partner 40,20/03/2026,15/04/2026,356685,28562.52,Sales Invoice,Order Overdue
8186,Business Partner 20,03/02/2024,24/02/2024,355548,167444.81,Payment,Order Overdue
8187,Business Partner 19,04/07/2024,18/08/2024,473791,20281.24,Credit Note,Partially Paid
8188,Business Partner 29,08/01/2025,23/02/2025,168427,79965.49,Debit Note,Overdue
8189,Business Partner 14,11/10/2025,30/10/2025,292107,20810.24,Purchase Order,Overdue
8190,Business Partner 43,05/02/2026,05/02/2026,412155,140495.92,Purchase Order,Partially Paid
8191,Business Partner 21,05/05/2025,31/05/2025,275397,197480.2,Payment,Paid
8192,Business Partner 04,08/08/2025,28/09/2025,4475,3485.18,Credit Note,Overdue
8193,Business Partner 08,21/02/2025,18/05/2025,452669,30255.77,Payment,Pending
8194,Business Partner 06,27/03/2025,14/05/2025,213795,4456.95,Sales Invoice,Partially Paid
8195,Business Partner 19,11/12/2025,27/01/2026,198449,119233.34,Debit Note,Paid
8196,Business Partner 33,27/03/2024,03/05/2024,112632,25921.49,Credit Note,Order Overdue
8197,Business Partner 29,02/12/2024,29/01/2025,175273,148448.71,Payment,Partially Paid
8198,Business Partner 26,15/03/2026,17/03/2026,202591,112761.01,Payment,Pending
8199,Business Partner 27,22/01/2024,09/03/2024,102898,24229.08,Debit Note,Order Overdue
8200,Business Partner 11,12/04/2026,01/07/2026,163684,99519.97,Debit Note,Overdue
8201,Business Partner 38,13/02/2025,02/04/2025,381598,19148.21,Purchase Order,Order Overdue
8202,Business Partner 30,14/02/2026,26/03/2026,272333,151410.14,Payment,Paid
8203,Business Partner 19,16/10/2025,18/10/2025,102168,42812.08,Sales Invoice,Partially Paid
8204,Business Partner 34,31/03/2025,03/05/2025,175925,18524.56,Credit Note,Paid
8205,Business Partner 37,19/06/2026,19/07/2026,455336,204985.41,Purchase Order,Pending
8206,Business Partner 11,01/11/2025,17/01/2026,110202,96886.72,Debit Note,Partially Paid
8207,Business Partner 19,08/08/2024,16/08/2024,360927,58948.59,Sales Invoice,Partially Paid
8208,Business Partner 46,27/11/2024,08/01/2025,436892,192025.49,Debit Note,Order Overdue
8209,Business Partner 02,11/02/2024,11/04/2024,98275,33672.79,Credit Note,Order Overdue
8210,Business Partner 32,14/05/2024,14/06/2024,31094,11865.16,Sales Invoice,Overdue
8211,Business Partner 23,02/04/2025,08/06/2025,104853,46351.36,Purchase Order,Partially Paid
8212,Business Partner 07,17/03/2026,23/03/2026,150326,14888.83,Credit Note,Overdue
8213,Business Partner 30,09/05/2025,26/06/2025,256124,155263.89,Debit Note,Pending
8214,Business Partner 48,11/05/2024,27/05/2024,143244,124661.89,Credit Note,Overdue
8215,Business Partner 14,24/04/2025,04/05/2025,309990,130715.39,Payment,Partially Paid
8216,Business Partner 50,07/04/2025,20/06/2025,63007,50976.29,Purchase Order,Order Overdue
8217,Business Partner 20,08/12/2024,10/01/2025,352281,8423.83,Sales Invoice,Order Overdue
8218,Business Partner 46,01/10/2025,28/12/2025,146663,132313.07,Sales Invoice,Order Overdue
8219,Business Partner 48,25/06/2025,12/07/2025,198692,166991.69,Credit Note,Overdue
8220,Business Partner 37,12/10/2024,27/10/2024,124494,84044.78,Credit Note,Overdue
8221,Business Partner 18,23/02/2026,03/05/2026,274104,116887.16,Debit Note,Order Overdue
8222,Business Partner 38,04/02/2025,22/04/2025,457976,3735.22,Credit Note,Order Overdue
8223,Business Partner 28,25/08/2024,05/11/2024,479628,37756.27,Payment,Paid
8224,Business Partner 35,10/12/2025,09/01/2026,170634,99664.85,Debit Note,Partially Paid
8225,Business Partner 40,24/02/2024,21/05/2024,148561,117356.3,Payment,Overdue
8226,Business Partner 18,09/07/2024,05/09/2024,28942,13102.95,Payment,Partially Paid
8227,Business Partner 18,17/12/2024,05/01/2025,252879,141794.37,Purchase Order,Paid
8228,Business Partner 39,08/12/2024,09/01/2025,242207,200357.18,Sales Invoice,Order Overdue
8229,Business Partner 31,10/10/2024,17/10/2024,240271,76311.46,Purchase Order,Order Overdue
8230,Business Partner 16,17/09/2025,02/10/2025,489415,123602.08,Purchase Order,Pending
8231,Business Partner 29,13/07/2025,03/08/2025,293998,276542.76,Purchase Order,Pending
8232,Business Partner 21,27/02/2025,04/05/2025,498885,298497.89,Purchase Order,Paid
8233,Business Partner 36,29/10/2025,19/01/2026,196076,104889.02,Credit Note,Overdue
8234,Business Partner 01,06/01/2026,07/03/2026,188814,5551.69,Sales Invoice,Order Overdue
8235,Business Partner 42,19/11/2025,06/02/2026,113980,95519.66,Debit Note,Pending
8236,Business Partner 21,07/02/2025,05/04/2025,440103,269324.45,Credit Note,Partially Paid
8237,Business Partner 50,23/11/2025,12/01/2026,428018,104790.74,Credit Note,Overdue
8238,Business Partner 05,15/06/2025,05/08/2025,96051,39028.54,Credit Note,Order Overdue
8239,Business Partner 27,12/03/2024,02/05/2024,473926,110155.76,Sales Invoice,Order Overdue
8240,Business Partner 26,31/07/2024,07/10/2024,63589,15375.19,Sales Invoice,Pending
8241,Business Partner 48,29/03/2026,20/05/2026,69066,20930.19,Debit Note,Order Overdue
8242,Business Partner 27,06/11/2024,09/11/2024,320837,81128.34,Credit Note,Partially Paid
8243,Business Partner 18,03/08/2025,04/10/2025,238244,7222.4,Payment,Pending
8244,Business Partner 26,31/10/2024,04/12/2024,421930,104826.0,Payment,Order Overdue
8245,Business Partner 42,10/12/2024,15/01/2025,55098,7270.51,Credit Note,Overdue
8246,Business Partner 11,19/02/2024,28/04/2024,342914,10768.98,Purchase Order,Pending
8247,Business Partner 34,22/09/2025,23/10/2025,471146,119983.14,Debit Note,Pending
8248,Business Partner 35,10/01/2024,13/01/2024,415112,279831.19,Sales Invoice,Paid
8249,Business Partner 23,09/09/2024,28/10/2024,169477,4386.62,Payment,Overdue
8250,Business Partner 34,12/03/2025,30/05/2025,220554,132038.71,Purchase Order,Paid
8251,Business Partner 39,22/06/2024,19/07/2024,99641,8915.28,Payment,Pending
8252,Business Partner 20,15/01/2024,18/02/2024,468844,446763.01,Payment,Overdue
8253,Business Partner 21,10/06/2025,06/09/2025,140927,97971.16,Sales Invoice,Overdue
8254,Business Partner 28,13/06/2025,05/08/2025,444341,41410.71,Sales Invoice,Overdue
8255,Business Partner 29,13/04/2026,25/06/2026,390421,331865.92,Sales Invoice,Pending
8256,Business Partner 16,28/04/2026,09/06/2026,229531,215448.57,Debit Note,Partially Paid
8257,Business Partner 10,21/01/2024,01/02/2024,290098,77674.01,Payment,Overdue
8258,Business Partner 26,22/01/2025,01/02/2025,218143,189524.28,Sales Invoice,Order Overdue
8259,Business Partner 46,28/02/2026,15/04/2026,28813,21072.61,Payment,Paid
8260,Business Partner 01,06/08/2024,15/08/2024,281302,86337.34,Credit Note,Pending
8261,Business Partner 43,03/07/2024,22/09/2024,214878,79204.44,Sales Invoice,Pending
8262,Business Partner 17,11/10/2025,04/12/2025,194700,136511.98,Payment,Partially Paid
8263,Business Partner 28,04/02/2026,12/02/2026,67833,55501.43,Purchase Order,Pending
8264,Business Partner 49,16/02/2026,26/04/2026,148034,109164.32,Credit Note,Overdue
8265,Business Partner 44,26/06/2024,20/08/2024,137476,41616.03,Purchase Order,Paid
8266,Business Partner 39,21/04/2026,25/06/2026,324827,56157.76,Debit Note,Order Overdue
8267,Business Partner 08,03/11/2024,28/01/2025,111182,91986.95,Sales Invoice,Partially Paid
8268,Business Partner 41,25/09/2024,18/10/2024,180752,113799.7,Credit Note,Pending
8269,Business Partner 35,15/11/2025,08/01/2026,423630,316851.98,Purchase Order,Overdue
8270,Business Partner 45,07/06/2025,17/06/2025,439141,333137.38,Debit Note,Partially Paid
8271,Business Partner 46,10/04/2025,22/05/2025,444974,32475.95,Payment,Paid
8272,Business Partner 30,19/11/2025,23/12/2025,325239,28689.3,Payment,Paid
8273,Business Partner 24,16/12/2025,22/02/2026,464835,450302.4,Payment,Paid
8274,Business Partner 49,20/12/2024,15/03/2025,490564,154659.11,Payment,Overdue
8275,Business Partner 46,25/12/2024,03/01/2025,69755,4147.38,Debit Note,Paid
8276,Business Partner 43,04/10/2025,25/12/2025,226840,24646.07,Debit Note,Partially Paid
8277,Business Partner 50,29/08/2025,26/10/2025,115569,73869.06,Sales Invoice,Partially Paid
8278,Business Partner 16,20/03/2026,20/03/2026,122653,14575.27,Debit Note,Partially Paid
8279,Business Partner 25,12/11/2024,11/12/2024,401462,239244.61,Payment,Partially Paid
8280,Business Partner 49,10/05/2024,19/07/2024,9610,6611.25,Payment,Paid
8281,Business Partner 04,21/08/2025,11/09/2025,409749,373287.28,Sales Invoice,Paid
8282,Business Partner 37,29/12/2024,04/01/2025,248554,139240.17,Sales Invoice,Paid
8283,Business Partner 22,01/12/2025,25/12/2025,306046,8254.62,Purchase Order,Pending
8284,Business Partner 49,05/10/2024,25/12/2024,384325,293459.16,Sales Invoice,Pending
8285,Business Partner 48,29/09/2025,19/10/2025,462337,179556.75,Purchase Order,Partially Paid
8286,Business Partner 44,08/01/2025,08/04/2025,193775,136971.71,Credit Note,Pending
8287,Business Partner 33,04/11/2024,20/01/2025,262004,97325.99,Payment,Overdue
8288,Business Partner 35,09/12/2025,06/01/2026,438414,431489.62,Sales Invoice,Order Overdue
8289,Business Partner 16,08/09/2025,21/11/2025,406211,117510.85,Purchase Order,Paid
8290,Business Partner 38,29/11/2025,12/01/2026,42653,41420.01,Debit Note,Order Overdue
8291,Business Partner 23,19/02/2026,16/04/2026,287756,126581.26,Sales Invoice,Order Overdue
8292,Business Partner 01,26/11/2025,06/02/2026,179313,86482.1,Debit Note,Pending
8293,Business Partner 39,01/04/2025,06/06/2025,105111,1273.64,Purchase Order,Order Overdue
8294,Business Partner 39,29/07/2025,22/09/2025,427572,154509.91,Debit Note,Order Overdue
8295,Business Partner 19,17/02/2025,09/05/2025,363716,265964.36,Credit Note,Partially Paid
8296,Business Partner 22,08/06/2026,31/07/2026,83504,55890.42,Credit Note,Overdue
8297,Business Partner 01,02/08/2024,22/08/2024,235623,23422.35,Debit Note,Order Overdue
8298,Business Partner 29,31/12/2024,07/03/2025,237977,195744.43,Purchase Order,Order Overdue
8299,Business Partner 36,10/06/2026,14/06/2026,349405,46176.52,Credit Note,Partially Paid
8300,Business Partner 43,09/05/2024,14/05/2024,133164,53317.4,Debit Note,Paid
8301,Business Partner 30,21/10/2024,16/11/2024,305618,6378.15,Credit Note,Partially Paid
8302,Business Partner 35,14/09/2024,14/11/2024,260486,49529.68,Sales Invoice,Paid
8303,Business Partner 10,01/11/2024,20/01/2025,417508,106631.65,Payment,Paid
8304,Business Partner 44,04/05/2025,03/06/2025,334159,33830.84,Credit Note,Paid
8305,Business Partner 35,30/10/2025,17/01/2026,393691,264819.19,Purchase Order,Paid
8306,Business Partner 12,29/02/2024,25/03/2024,398051,158250.67,Sales Invoice,Order Overdue
8307,Business Partner 44,26/10/2025,04/11/2025,386338,152520.47,Payment,Pending
8308,Business Partner 28,25/03/2024,14/06/2024,408175,400798.17,Credit Note,Overdue
8309,Business Partner 18,10/05/2025,18/05/2025,16304,7967.99,Debit Note,Pending
8310,Business Partner 23,06/07/2024,31/08/2024,180123,75705.7,Sales Invoice,Paid
8311,Business Partner 35,10/09/2024,23/09/2024,359975,324369.69,Sales Invoice,Paid
8312,Business Partner 42,06/01/2024,15/01/2024,387143,149536.41,Debit Note,Pending
8313,Business Partner 12,02/04/2024,14/05/2024,84014,83104.15,Purchase Order,Paid
8314,Business Partner 32,29/10/2024,06/11/2024,424277,313263.02,Credit Note,Partially Paid
8315,Business Partner 14,08/02/2024,18/04/2024,199070,4817.67,Payment,Pending
8316,Business Partner 36,27/05/2026,19/08/2026,124281,11983.5,Credit Note,Pending
8317,Business Partner 14,13/05/2024,20/06/2024,201270,168417.93,Payment,Partially Paid
8318,Business Partner 31,28/04/2024,02/05/2024,200638,9679.62,Credit Note,Paid
8319,Business Partner 28,10/04/2025,01/07/2025,125202,61529.76,Credit Note,Order Overdue
8320,Business Partner 35,25/09/2025,16/10/2025,38958,9959.09,Debit Note,Paid
8321,Business Partner 03,02/03/2024,29/04/2024,85379,68842.71,Purchase Order,Order Overdue
8322,Business Partner 43,20/09/2024,19/11/2024,326401,264368.96,Debit Note,Paid
8323,Business Partner 47,17/04/2024,09/07/2024,50823,23180.38,Payment,Overdue
8324,Business Partner 18,21/04/2025,11/07/2025,457075,309899.95,Payment,Order Overdue
8325,Business Partner 41,14/01/2025,13/03/2025,397542,144967.75,Debit Note,Paid
8326,Business Partner 15,04/04/2026,02/05/2026,209910,131914.15,Payment,Order Overdue
8327,Business Partner 49,15/01/2026,19/02/2026,403764,197522.93,Debit Note,Paid
8328,Business Partner 02,17/04/2026,30/06/2026,399957,247169.3,Debit Note,Order Overdue
8329,Business Partner 41,10/08/2024,10/10/2024,278481,78630.38,Credit Note,Partially Paid
8330,Business Partner 11,10/08/2024,15/08/2024,283091,1262.28,Payment,Pending
8331,Business Partner 13,27/09/2024,24/10/2024,14004,3693.39,Debit Note,Pending
8332,Business Partner 02,17/03/2026,15/05/2026,445941,14393.88,Purchase Order,Pending
8333,Business Partner 26,26/02/2026,26/04/2026,184245,62192.15,Credit Note,Partially Paid
8334,Business Partner 13,11/04/2026,10/07/2026,407752,251201.54,Payment,Paid
8335,Business Partner 28,03/08/2024,09/10/2024,74139,25318.38,Purchase Order,Overdue
8336,Business Partner 10,19/04/2026,09/07/2026,107075,5642.64,Payment,Order Overdue
8337,Business Partner 11,01/04/2024,31/05/2024,421220,403458.44,Credit Note,Pending
8338,Business Partner 44,11/09/2024,14/09/2024,286256,219464.37,Purchase Order,Partially Paid
8339,Business Partner 36,13/05/2026,02/08/2026,335357,4363.55,Debit Note,Overdue
8340,Business Partner 45,21/03/2024,03/04/2024,88171,68047.97,Debit Note,Paid
8341,Business Partner 20,07/11/2024,04/02/2025,462238,107084.57,Credit Note,Partially Paid
8342,Business Partner 44,28/04/2026,26/06/2026,484704,234455.2,Purchase Order,Paid
8343,Business Partner 09,31/03/2025,13/04/2025,369243,149421.22,Purchase Order,Paid
8344,Business Partner 37,27/06/2025,09/07/2025,447186,294922.53,Credit Note,Overdue
8345,Business Partner 28,26/08/2024,12/10/2024,68473,5837.16,Sales Invoice,Overdue
8346,Business Partner 31,25/07/2024,16/10/2024,237768,27235.36,Purchase Order,Overdue
8347,Business Partner 49,07/01/2024,26/02/2024,281038,115338.11,Credit Note,Partially Paid
8348,Business Partner 27,25/01/2026,05/03/2026,53874,15667.9,Sales Invoice,Partially Paid
8349,Business Partner 39,10/05/2026,18/06/2026,225254,123722.11,Payment,Pending
8350,Business Partner 41,22/04/2025,29/05/2025,98377,33722.86,Payment,Overdue
8351,Business Partner 29,23/01/2025,01/04/2025,306629,255911.99,Credit Note,Overdue
8352,Business Partner 49,14/08/2024,09/11/2024,435963,249606.85,Purchase Order,Overdue
8353,Business Partner 41,30/01/2025,03/02/2025,118730,86096.35,Sales Invoice,Overdue
8354,Business Partner 48,28/04/2026,01/05/2026,53349,14139.54,Purchase Order,Order Overdue
8355,Business Partner 23,30/12/2025,22/03/2026,33387,22665.94,Purchase Order,Partially Paid
8356,Business Partner 42,25/02/2026,09/03/2026,326574,199184.34,Credit Note,Pending
8357,Business Partner 10,16/08/2024,23/08/2024,342049,104994.25,Credit Note,Pending
8358,Business Partner 22,04/01/2026,20/03/2026,220448,16600.15,Purchase Order,Partially Paid
8359,Business Partner 41,19/10/2025,04/01/2026,370700,127731.97,Sales Invoice,Pending
8360,Business Partner 50,01/06/2025,08/07/2025,49038,19298.72,Debit Note,Paid
8361,Business Partner 28,08/07/2024,16/09/2024,386409,295194.54,Purchase Order,Partially Paid
8362,Business Partner 47,13/12/2025,03/02/2026,209459,11220.62,Sales Invoice,Paid
8363,Business Partner 37,01/07/2025,08/07/2025,185213,174405.19,Debit Note,Pending
